Name	Set	ImageFile	Variety	Rarity	Type	Color	Lv	Grow Cost	Cost	Limit	Power	Restriction	[Guard]	Script	Burst	Text
Orochi, Phantom Dragon Princess	Infected Selector	WX04-031	SIGNI	SR	Living Spirit: Dragon Beast	R	4				12000	Yuzuki Only			Put one card with [Multi-Ener] from your opponent's Ener Zone into the trash, then banish one of your opponent's SIGNI with power 8000 or less.	{Constant} As long as your opponent has four or less cards in their Ener Zone, this SIGNI gets [Double Crush]. || {Constant} When this SIGNI attacks, put one card from your opponent's Ener Zone into the trash.
Expelling Flames of the Dragon Phoenix	Infected Selector	WX04-032	Spell	SR		R			5R						Put one card from your opponent's Ener Zone into the trash. If there are four or less cards in your opponent's Ener Zone, banish one of your opponent's SIGNI with power 10000 or less.	For each of your <Dragon Beast> SIGNI on the field, this cost to use this spell is reduced by 1R. Banish one of your opponent's SIGNI with power 10000 or less. If you do, put one card from your opponent's Ener Zone into the trash.
Neon, Natural Source Princess	Infected Selector	WX04-033.png	SIGNI	SR	Nature Spirit: Atom	U	4				12000	Mirurun Only			Draw 1 card. Then, if you have an <Atom> SIGNI on the field, banish one of your opponent's SIGNI.	{Constant} The cost of spells your opponent uses is increased by 1C. || {Constant{ When you use a spell, until end of turn, all of your <Atom> SIGNI get +2000 power. || {Action) (Down two of your <Atom> SIGNI) Banish one of your opponent's SIGNI.
SHORT	Infected Selector	WX04-034.png	Spell	SR		U			0U							Choose one of the following: {1} Discard two <Atom> SIGNI with different names from your hand. If you do, banish one of your opponent's SIGNI. {2} Discard four <Atom> SIGNI with different names from your hand. If you do, banish two of your opponent's SIGNI. {3} Discard six <Atom> SIGNI with different names from your hand. If you do, banish three of your opponent's SIGNI.
Contempora, Inexplicable Superboast	Infected Selector	WX04-035	SIGNI	SR	Image Spirit: Beautiful Technique	G	4				12000	Anne Only			Put the top card of your deck into the Ener Zone. Then, if there are five or more <Beautiful Technique> SIGNI in your Ener Zone, add the top card of your deck to your Life Cloth.	{Constant} When this SIGNI is placed into the trash from anywhere by an opponent's effect, you may pay 1G. If you do, add this SIGNI to your hand. || {Constant} Your <Beautiful Technique> SIGNI are unaffected by the effects of your opponent's SIGNI and LRIG.
Rebirth	Infected Selector	WX04-036	Spell	SR		G			2G			Anne Only			Reveal the top three cards of your deck. Add all <Beautiful Technique> SIGNI from among them to your hand, and the rest into the trash.	Banish any number of your <Beautiful Technique> SIGNI. If you do, search your deck for the same number of <Beautiful Technique> SIGNI and put them onto the field. Then, shuffle your deck.
Vier=Rikabuto	Infected Selector	WX04-037	SIGNI	SR	War Spirit: Poison Fang	B	4				12000	Iona Only			Until end of turn, a SIGNI gets -10000 power. If you have a <Poison Fang> SIGNI on the field, additionally, until end of turn, a SIGNI gets -7000 power.	{Constant} When this SIGNI attacks, for each of your <Poison Fang> SIGNI, until end of turn, all of your opponent's SIGNI get -1000 power. || {Constant} During your turn, when your opponent's SIGNI is put into the trash from play, put the top card of your deck into the Ener Zone.
Violence Splash	Infected Selector	WX04-038	Spell	SR		B			1B			Iona Only			Put into play or add to your hand one black SIGNI from your trash.	This turn, if a SIGNI with power 0 or less is banished, that SIGNI is put into the trash instead of being put into the Ener Zone. This turn, if the power of your opponent's SIGNI would be decreased by the effect of your SIGNI, double the amount of power decreased.
Gabrie, Future of the Archangel	Infected Selector	WX04-039	SIGNI	R	Image Spirit: Angel	W	4				15000					
Hammer, Ultimate Breaker	Infected Selector	WX04-040	SIGNI	R	War Spirit: Arm	W	4				12000	Tama Only			Discard one <Weapon> SIGNI and one <Arm> SIGNI from your hand. If you do, return one of your opponent's SIGNI to their hand, then banish one of our opponent's SIGNI.	{Constant} As long as you have a <Weapon> SIGNI on the field, this SIGNI's power is 15000. || {Action} (Put one of your <Arm> SIGNI and one of your <Weapon> SIGNI on the field into the trash) Banish one of your opponent's SIGNI.
Code Maze Skyju	Infected Selector	WX04-041	SIGNI	R	Machine Spirit: Labyrinth	W	3				7000	Iona Only				{Constant} As long as you have another <Labyrinth> SIGNI on the field, this SIGNI's power becomes 10000. || {On-Play} You may rearrange the position of your opponent's SIGNI in any way you like.
Stinger, Ballista	Infected Selector	WX04-042	SIGNI	R	War Spirit: Weapon	R	4				15000					
Obsidian, Natural Stone	Infected Selector	WX04-043	SIGNI	R	Nature Spirit: Gem	R	4				12000	Hanayo Only			Banish one of your opponent's SIGNI with power 12000 or less.	{Action} (2R, put a total of three <Ore> or <Gem> SIGNI from your field into the trash) Banish all SIGNI.
Tyranno, Phantom Dragon	Infected Selector	WX04-044	SIGNI	R	Living Spirit: Dragon Beast	R	3				7000	Yuzuki Only				{Action} (Down) Banish one of your opponent's SIGNI with power 8000 or less. This ability can only be used if there are four or less cards in your opponent's Ener Zone.
Ouika, Water Phantom	Infected Selector	WX04-045	SIGNI	R	Living Spirit: Water Beast	U	4				15000					
Code Art A-C-G	Infected Selector	WX04-046	SIGNI	R	Machine Spirit: Electric Machine	U	4				12000	Piruluk Only			Down and freeze one of your opponent's SIGNI. You draw a card.	{Constant} Your opponent cannot put their SIGNI into the trash from play except from a card's effect. || {Action} (Down) Freeze one of your opponent's SIGNI.
Helium, Natural Source	Infected Selector	WX04-047	SIGNI	R	Nature Spirit: Atom	U	3				7000	Mirurun Only				{Action} (Down) Draw two cards. Then discard one <Atom> or discard two cards from your hand.
Utsuboka, Natural Plant	Infected Selector	WX04-048	SIGNI	R	Nature Spirit: Plant	G	4				15000					
Shienko, Phantom Beast	Infected Selector	WX04-049	SIGNI	R	Living Spirit: Earth Beast	G	3				8000	Midoriko Only				{Constant} As long as you have another <Sky Beast> or <Earth Beast> SIGNI on the field, this SIGNI's level is level 2. This effect only occurs while the SIGNI is on the field. || {Action} (2G) Until end of turn ,double the power of all of your SIGNI.
Cubi, Distorted Reality	Infected Selector	WX04-050	SIGNI	R	Image Spirit: Beautiful Technique	G	3				7000	Anne Only				{Action} (Down) Reveal cards from the top of your deck until you reveal a <Beautiful Technique> SIGNI. Add that SIGNI to your hand, then shuffle the other revealled cards back into the deck.
Code Anti Ouroboros	Infected Selector	WX04-051	SIGNI	R	Machine Spirit: Ancient Weapon	B	4				15000					
Paimon, Fallen Nihilism	Infected Selector	WX04-052	SIGNI	R	Image Spirit: Devil	B	4				12000	Ulith Only			Put the top three cards of your deck into the trash. Then, add one <Devil> SIGNI from your trash to your hand.	{On-Play} You may put the top card of your deck under this card as a [Charm]. || {Constant} If one of your <Devil> SIGNI would be banished, you may put that SIGNI's [Charm] in the trash instead.
Drei=Capsule	Infected Selector	WX04-053	SIGNI	R	War Spirit: Poison Fang	B	3				7000	Iona Only				{Action} (Down) Until end of turn, one of your opponent's SIGNI gets -5000 power.
Servant X	Infected Selector	WX04-054	SIGNI	R	Origin Spirit	C	4				13000					{Constant} All of your other SIGNI with <Servant> in it's card name get +3000 power. || {Constant} [Multi-Ener] || {Action} (3C) Search your deck for a SIGNI with Servant in it's card name, reveal it, and add it to your hand. Then, shuffle your deck.
Raphae, From Your Tomorrow	Infected Selector	WX04-055	SIGNI	C	Image Spirit: Angel	W	3				10000					
Axe, Large Breaker	Infected Selector	WX04-056	SIGNI	C	War Spirit: Arm	W	3				7000				Search your deck for an <Arm> SIGNI, reveal it, and add it to your hand. Then shuffle your deck.	{Constant} All of your other <Arm> SIGNI get +2000 power.
Urie, Sudden Ruination	Infected Selector	WX04-057	SIGNI	C	Image Spirit: Angel	W	2				7000					
Code Maze Tajmaha	Infected Selector	WX04-058	SIGNI	C	Machine Spirit: Labyrinth	W	2				5000	Iona Only				{Constant} As long as you have another <Labyrinth> SIGNI on the field, this SIGNI's power becomes 7000. || {On-Play} You may arrange all of your SIGNI in play as you wish.
Mornin, Medium Breaker	Infected Selector	WX04-059	SIGNI	C	War Spirit: Arm	W	2				5000					{Constant} All of your red SIGNI get +2000 power. || {Constant} As long as you have a red SIGNI on the field, this SIGNI's power is 8000.
Sarie, Improvement of Historical Fact	Infected Selector	WX04-060	SIGNI	C	Image Spirit: Angel	W	1				3000					
Code Maze Tower	Infected Selector	WX04-061	SIGNI	C	Machine Spirit: Labyrinth	W	1				2000	Iona Only				{Constant} As long as you have another <Labyrinth> SIGNI on the field, this SIGNI's power becomes 3000. || {On-Play} You may change the position of one of your SIGNI with this SIGNI.
Stick, Small Breaker	Infected Selector	WX04-062	SIGNI	C	War Spirit: Arm	W	1				2000					{On-Play} Up one of your <Arm> SIGNI.
Get Gate	Infected Selector	WX04-063	Spell	C		W			1W2C							For each color of Ener used to pay for this spell, search your deck for one SIGNI of that color, reveal it, and add it to your hand (Colorless is not a color). Then, shuffle your deck. 
No Gain	Infected Selector	WX04-064	Spell	C		W			1W			Tama Only			During the next turn, your opponent cannot use ARTS.	During this turn and your opponent's next turn, your LRIG and all of your SIGNI cannot be affected by opposing ARTS effects.
Drasto, Roaring Gun	Infected Selector	WX04-065	SIGNI	C	War Spirit: Weapon	R	3				10000					
Tanza, Natural Stone	Infected Selector	WX04-066	SIGNI	C	Nature Spirit: Gem	R	3				8000	Hanayo Only			Draw a card.	{Action} (2R, put this SIGNI into the trash) Banish one of your opponent's SIGNI with power 8000 or less.
Nineteen, Explosive Gun	Infected Selector	WX04-067	SIGNI	C	War Spirit: Weapon	R	2				7000					
Wyvern, Phantom Dragon	Infected Selector	WX04-068	SIGNI	C	Living Spirit: Dragon Beast	R	2				5000	Yuzuki Only				{On-Play} (Discard one card from your hand) Put a card with [Multi-Ener] from your opponent's Ener Zone into the trash.
Turquo, Natural Stone	Infected Selector	WX04-069	SIGNI	C	Nature Spirit: Gem	R	2				5000	Hanayo Only				{Action} (2R, put this SIGNI into the trash) Until end of turn, one of your <Ore> or <Gem> SIGNI gets [Double Crush].
Derrin, Small Gun	Infected Selector	WX04-070	SIGNI	C	War Spirit: Weapon	R	1				3000					
Topaz, Natural Stone	Infected Selector	WX04-071	SIGNI	C	Nature Spirit: Gem	R	1				2000	Hanayo Only				{Action} (1R, put this SIGNI from the field into the trash) Search for a red spell with cost 1 or less, reveal it, and add it to your hand. Then, shuffle your deck.
Echinda, Phantom Dragon	Infected Selector	WX04-072	SIGNI	C	Living Spirit: Dragon Beast	R	1				2000	Yuzuki Only			Draw one card.	{Action} (Put this SIGNI from the field into the trash) Put a card with [Multi-Ener] from your opponent's Ener Zone into the trash.
Twisted Dance of Flame Destruction	Infected Selector	WX04-073	Spell	C		R			1R			Hanayo Only				Crush one of your Life Cloth. If you do, banish one of your opponent's SIGNI with power 8000 or less.
Doubting Lament	Infected Selector	WX04-074	Spell	C		R			2R1G						Banish one of your opponent's SIGNI with power 5000 or less. Then, put the top card of your deck into the Ener Zone.	Banish one of your opponent's SIGNI with power 5000 or less and one of your opponent's SIGNI with power 10000 or more.
Kurage, Water Phantom	Infected Selector	WX04-075	SIGNI	C	Living Spirit: Water Beast	U	3				10000					
Code Art D-E-F	Infected Selector	WX04-076	SIGNI	C	Machine Spirit: Electric Machine	U	3				7000	Piruluk Only				{Action} (Down) Banish one of your opponent's frozen level 3 or less SIGNI.
Hitode, Water Phantom	Infected Selector	WX04-077	SIGNI	C	Living Spirit: Water Beast	U	2				7000					
Code Art R-P-G	Infected Selector	WX04-078	SIGNI	C	Machine Spirit: Electric Machine	U	2				5000	Piruluk Only				{Constant} As long as there is a frozen SIGNI on your opponent's field, this SIGNI's power is 10000.
Fluorine, Natural Source	Infected Selector	WX04-079	SIGNI	C	Nature Spirit: Atom	U	2				5000	Mirurun Only				{Constant} As long as you have three <Atom> SIGNI on the field, your SIGNI get +2000 power.
Clione, Water Phantom	Infected Selector	WX04-080	SIGNI	C	Living Spirit: Water Beast	U	1				3000					
Chlorine, Natural Source	Infected Selector	WX04-081	SIGNI	C	Nature Spirit: Atom	U	1				2000	Mirurun Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Draw one card.	{Constant} When this SIGNI is banished, you may pay 1U. If you do, search your deck for Fluorine, Natural Source, reveal it, and add it to your hand. Then shuffle your deck.
Code Art S-M-L	Infected Selector	WX04-082	SIGNI	C	Machine Spirit: Electric Machine	U	1				1000	Piruluk Only				{Constant} When the SIGNI in front of this SIGNI attacks, freeze the attacking SIGNI.
PRECIOUS	Infected Selector	WX04-083	Spell	C		U			2U			Piruluk Only				Draw five cards. Then, discard two cards from your hand.
ATTRACTION	Infected Selector	WX04-084	Spell	C		U			2U2C							Search your deck for a spell with a total cost of 1, a spell with total cost of 2, and a spell with a total cost of 3. Reveal them, and add them to your hand. Then, shuffle your deck.
Droso, Natural Plant	Infected Selector	WX04-085	SIGNI	C	Nature Spirit: Plant	G	3				10000					
Tosa, Phantom Beast	Infected Selector	WX04-086	SIGNI	C	Living Spirit: Earth Beast	G	3				7000				Search your deck for a <Sky Beast> or <Earth Beast> SIGNI, reveal it, and add it to your hand. Then shuffle your deck.	{Constant} All of your other <Sky Beast> and <Earth Beast> SIGNI get +2000 power.
Haetori, Natural Plant	Infected Selector	WX04-087.png	SIGNI	C	Nature Spirit: Plant	G	2				7000					
Beagle, Phantom Beast	Infected Selector	WX04-088	SIGNI	C	Living Spirit: Earth Beast	G	2				5000	Midoriko Only				{Constant} As long as this SIGNI has [Lancer], this SIGNI's power becomes 10000. || {Action} (3G) This SIGNI gets [Lancer] until end of turn.
Surrelis, Unresolved Deviation	Infected Selector	WX04-089	SIGNI	C	Image Spirit: Beautiful Technique	G	2				5000	Anne Only				{Constant} As long as you have three <Beautiful Technique> SIGNI on the field, all of your SIGNI get +2000 power.
Mousen, Natural Plant	Infected Selector	WX04-090	SIGNI	C	Nature Spirit: Plant	G	1				3000					
Chihuahuan, Phantom Beast	Infected Selector	WX04-091	SIGNI	C	Living Spirit: Earth Beast	G	1				2000	Midoriko Only			Draw one card.	{Action} (2G1C, put this SIGNI into the trash) Banish one of your opponent's SIGNI with power 12000 or more.
Puri, Innocuous Match	Infected Selector	WX04-092	SIGNI	C	Image Spirit: Beautiful Technique	G	1				2000	Anne Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Draw a card.	{Constant} When this SIGNI is banished, you may pay 1G. If you do, search your deck for Surrelis, Unresolved Deviation, reveal it, and add it to your hand. Then shuffle your deck.
Inactivity	Infected Selector	WX04-093	Spell	C		G			1G1W						Look at the top three cards of your deck. Add one card from among them to your hand, and put the rest into the trash.	Reveal cards from the top of your deck until three SIGNI are revealed. Put the revealed SIGNI into play, and the rest of the cards into the trash.
Angry Roar	Infected Selector	WX04-094	Spell	C		G			1G							Until end of turn, one of your <Sky Beast> or <Earth Beast> SIGNI gets +2000 power. If you have <Sky Beast> and <Earth Beast> SIGNI on the field, it also gets [Lancer] and When this SIGNI vrushes your opponent's Life Cloth, put the top card of your deck into the Ener Zone until end of turn.
Code Anti Nazca	Infected Selector	WX04-095	SIGNI	C	Machine Spirit: Ancient Weapon	B	3				10000					
Oriens, Fallen Transgression	Infected Selector	WX04-096	SIGNI	C	Image Spirit: Devil	B	3				8000	Ulith Only			Draw one card.	{Constant} As long as a [Charm] is attached to this SIGNI, it's power is 12000. || {Action} (Down) You may put the top card of your deck as a [Charm] under one of your <Devil> SIGNI.
Code Anti Ashoka	Infected Selector	WX04-097	SIGNI	C	Machine Spirit: Ancient Weapon	B	2				7000					
Maimon, Fallen Confession	Infected Selector	WX04-098	SIGNI	C	Image Spirit: Devil	B	2				5000	Ulith Only				{Constant} As long as a [Charm] is attached to this SIGNI, it's power is 10000.
Zwei=Sarina	Infected Selector	WX04-099	SIGNI	C	War Spirit: Poison Fang	B	2				1000					{Constant} During the opponent's turn, if this SIGNI battles your opponent's level 2 or less SIGNI, at the end of the battle, banish the opponent's SIGNI.
Code Anti Henge	Infected Selector	WX04-100	SIGNI	C	Machine Spirit: Ancient Weapon	B	1				3000					
Ein=Dagger	Infected Selector	WX04-101	SIGNI	C	War Spirit: Poison Fang	B	1				2000				Draw a card.	{Action} (Put this SIGNI from the field into the trash) Until end of turn, one of your opponent's SIGNI gets -1000 power for each of your LRIG's levels.
Ariton, Fallen Annihilation	Infected Selector	WX04-102	SIGNI	C	Image Spirit: Devil	B	1				1000	Ulith Only				{Constant} When this SIGNI is put into the trash from your hand or deck, you may put this SIGNI as a [Charm] under one of your SIGNI.
Evil's Soul	Infected Selector	WX04-103	Spell	C		B			2B			Ulith Only				Until end of turn, one of your opponent's SIGNI gets -1000 power for each level of the total level of your <Devil> SIGNI on the field. After that, you may place this card as a [Charm] under one of your <Devil> SIGNI.
End Slash	Infected Selector	WX04-104	Spell	C		B			2B1W1C						Put one of your opponent's SIGNI into the trash.	Put one of your opponent's SIGNI into the trash.
Growing Future	Infected Selector	WX04-105	Spell	C		C			0C						Ener Charge 1	Put the top card of your deck into your Ener Zone
Mayu, Genesis Miko	Beginning Selector	WX05-001.png,white	LRIG	LR	Tama/Iona	W	5	0W		12						{Grow} (Reveal one <Tama> or <Iona> card from your LRIG Deck, and put it under your LRIG on the field.) || {On-Play} From your LRIG Trash, put all LRIGs under this card, and return all white and black ARTS to your LRIG deck. || {Action} Exceed 1: Until end of turn, all of your opponent's SIGNI lose their abilities. || {Action} Exceed 5: Put all cards from your Ener Zone into the trash, and discard your hand. After this turn, you get an additional turn.
Hanayo-Five	Beginning Selector	WX05-002,white	LRIG	LR	Hanayo	R	5	3R		12						{Grow} Your LRIG on the field contains Hanayo in its card name. || {Constant} This LRIG has the {Action} of all your LRIGs in your LRIG Trash. || {Constant} All of your SIGNI get [Double Crush]. || {Action} Exceed 5: Banish any number of your opponent's SIGNI whose total power is 30000 or less.
Code Piruluk ACRO	Beginning Selector	WX05-003,white	LRIG	LR	Piruluk	U	5	3U		12						{Grow} Your LRIG on the field contains Piruluk in its card name. || {Constant} This LRIG has the [Action] of all your LRIGs in the LRIG Trash. || {On-Play} Your opponent discards their entire hand. || {Action} Exceed 5: If your hand has less than 6 cards, draw cards equal to the difference.
Midoriko, Type Five	Beginning Selector	WX05-004.png,white	LRIG	LR	Midoriko	G	5	3G		12						{Grow} Your LRIG on the field contains Midoriko in its card name. || {Constant} This LRIG has the {Action} of all of your LRIGs in your LRIG Trash. || {On-Play} Add the top card of your deck to your Life Cloth. || {Action} Exceed 5: Each player puts all white, blue, black, red, and green cards from their Ener Zone into the trash.
Tamayorihime, Sunspot Miko	Beginning Selector	WX05-005,white	LRIG	LR	Tama	B	5	0B		12						{Grow} Your trash has 10 or more black cards. || {Constant} Except for the Ener Zone, all SIGNI become black. || {Action} (1B, put a black card from your Ener Zone into the trash) Put one of your opponent's SIGNI into the trash. || {Action} Exceed 5: Down your opponent's LRIG and all of their SIGNI. This ability has [Timing: Main Phase].
Ulith, Enma of Nihilism	Beginning Selector	WX05-006.png,white	LRIG	LR	Ulith	B	5	0C		Inf						{Grow} There are three or more colors among cards in your Ener Zone. || {Constant} All cards in your Ener Zone have [Multi-Ener]. || {Constant} The limiting condition of your ARTS and spells are ignored. || {Action} Exceed 5: Choose one card from your hand. Your opponent chooses a color or colorless. Reveal this card, and if it is not that color, put all of your opponent's SIGNI into the trash.
Last Select	Beginning Selector	WX05-007,white	ARTS	LC		W			1W1B			Tama/Iona Only				[Timing: Main Phase; Attack Phase] Put four cards under your LRIG into the LRIG Trash. If you do, put one of your opponent's SIGNI into the trash.
Yuzuki-Five	Beginning Selector	WX05-008.png,white	LRIG	LC	Yuzuki	R	5	3R		12						{Grow} Your LRIG on the field contains Yuzuki in its card name. || {On-Play} Put up to three cards from your opponent's Ener Zone into the trash. || {Action} Exceed 1: Put one card from your opponent's Ener Zone into the trash. This ability can only be used once per turn. || {Action} Exceed 2: You may play one red spell from your hand without paying it's cost.
Lit Situation	Beginning Selector	WX05-009.png,white	ARTS	LC		R			1R							[Timing: Main Phase; Attack Phase] Down one of your upped <Dragon Beast> SIGNI. If you do, banish one of your opponent's SIGNI whose power is less than or equal to the power of the SIGNI downed this way.
Eldora=Mark V	Beginning Selector	WX05-010,white	LRIG	LC	Eldora	U	5	3U		12						{Grow} Your LRIG on the field contains Eldora in its card name. || {On-Play} Look at all of your Life Cloth, put any number among them into the trash, and add that many cards from the top of your deck to Life Cloth. Then, look at all of your Life Cloth, and rearrange them in any order. || {Action} Exceed 2: Crush one of your Life Cloth. If you do, add one card from your hand to Life Cloth.
Mirurun Tico	Beginning Selector	WX05-011.png,white	LRIG	LC	Mirurun	U	5	3U		12						{Grow} Your LRIG on the field contains Mirurun in its card name. || {Constant} Your opponent cannot use spells. || {Action} Exceed 1: Look at the top five cards of your deck. Put any of them on the bottom of your deck in any order, then put the rest on top of your deck in any order. || {Action} Exceed 2: You may use one spell from your opponent's trash as if it were in your hand without paying it's cost and ignoring it's limiting conditions.
Fortune Five	Beginning Selector	WX05-012.png,white	ARTS	LC		U			1U1C							[Timing: Main Phase; Attack Phase] Reveal the top five cards of your deck. Count the number of <Atom> SIGNI with different names in it. If there at least three, down and freeze one of your opponent's SIGNI. If there at least four, draw a card. If there are five, banish one of your opponent's SIGNI. Then, put all of the revealed cards at the bottom of your deck in any order. 
Anne Fifth, Violating God Seal	Beginning Selector	WX05-013,white	LRIG	LC	Anne	G	5	2G1W		12						{Grow} Your LRIG on the field contains Anne in its card card name. || {On-Play} Add up to three <Beautiful Technique> SIGNI from your trash to your hand. || {Action} Exceed 2: Negate one of your opponent's SIGNI attacks. This ability can only be used when your opponent's SIGNI attacks. || {Action} Exceed 3: Reveal your entire hand. If you revealed eight or more <Beautiful Technique> SIGNI with different card names in this way, return all of your opponent's SIGNI to their hand.
Different Strokes	Beginning Selector	WX05-014,white	ARTS	LC		G			0G							[Timing: Main Phase; Attack Phase] This turn, all of your <Beautiful Technique> SIGNI are unaffected by the effects of your opponent's SIGNI and your opponent's spells.
Hate Impress	Beginning Selector	WX05-015,white	ARTS	LC		B			1B1C							[Timing: Main Phase; Attack Phase] Put one of your <Poison Fang> SIGNI on the field into the trash. If you do, until end of turn, all of your opponent's SIGNI get -2000 power for each level of the SIGNI put into the trash this way.
End Hole	Beginning Selector	WX05-016,white	ARTS	LC		B			5C			Ulith Only				[Timing: Spell Cut-In] If you paid one of each color for this ARTS's cost, end the turn.
Lucky Guard	Beginning Selector	WX05-017,white	ARTS	LC		C			1C							[Timing: Spell Cut-In] Until end of turn, one of your SIGNI gets Cannot be banished.
Arc Energe, Original Spear	Beginning Selector	WX05-018	SIGNI	SR	War Spirit: Arm	W	5				15000	Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for a card, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} Your opponent skips their Ener phase. || {Constant} As long as you have Energe, Original Spear on the field, when your opponent's SIGNI is banished, put it into the trash instead of the Ener Zone. || {On-Play} (3W) Search your deck for up to two <Arm> SIGNI and put them onto the field. Then shuffle your deck.
Code Labyrinth Louvre	Beginning Selector	WX05-019	SIGNI	SR	Machine Spirit: Labyrinth	W	4				15000	Iona Only			During your next turn, all of your opponent's SIGNI lose their abilities. Draw a card.	{Constant} The SIGNI in front of this SIGNI loses it's abilities. || {Constant} As longa s your opponent has two or more SIGNI with no abilities, this SIGNI gets +3000 power. || {Constant} When one of your opponent's SIGNI is put into the deck from the field, search your deck for one <Labyrinth> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.
Diabride, Natural Pyroxene	Beginning Selector	WX05-020	SIGNI	SR	Nature Spirit: Gem	R	5				15000	Hanayo Only			Banish one of your opponent's SIGNi with power 10000 or less. If you have two or less Life Cloth, crush one of your opponent's Life Cloth.	{Constant} When this SIGNI has crushed two or more Life Cloth in one turn, up this SIGNI. This effect can only occur once per turn. || {Constant} When one of your <Ore> or <Gem> SIGNI is affected by the effects of your opponent's ARTS, damage your opponent. This effect can only be triggered once per turn. (If your opponent has no Life Cloth, you win the game.)
Mushufushu, Phantom Dragon Princess	Beginning Selector	WX05-021	SIGNI	SR	Living Spirit: Dragon Beast	R	4				12000	Yuzuki Only			Reveal the top card of your deck. If it is a <Dragon Beast> SIGNI, draw two cards. If it's not a <Dragon Beast> SIGNI, draw one card.	{Constant} Each time one of your opponent's cards in the Ener Zone is put into the trash by your effect, until end of turn, this SIGNI gets +4000 power. || {Constant} As long as this SIGNI's power is 20000 or more, it gets [Double Crush] and When this SIGNI attacks, banish one of your opponent's SIGNI. || {Action} (3R) Banish one of your opponent's SIGNI with power 12000 or less.
Code Love Heart C-M-R	Beginning Selector	WX05-022	SIGNI	SR	Machine Spirit: Electric Machine	U	5				15000	Piruluk Only			Down and freeze your opponent's LRIG.	{Constant} During your opponent's turn, other than their grow phase and draw phase, your opponent cannot draw cards or add cards to their hand. || {Action} (Discard your entire hand) If you discarded two or more cards from your hand this way, banish one of your opponent's SIGNI. This ability can only be used once per turn.
Uranium, Natural Source	Beginning Selector	WX05-023	SIGNI	SR	Nature Spirit: Atom	U	4				12000	Mirurun Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Add one spell and one <Atom> SIGNI from your trash to your hand.	{Constant} This SIGNI cannot attack. || {Constant} This SIGNI gets +2000 power for each SIGNi under it. || {On-Play} Put three <Atom> SIGNI other than Uranium, Natural Source from your trash under this SIGNI. If you do not, put this SIGNI into the trash. || {Action} (Down) Reveal a card under this SIGNI and add it to your hand. Then, if there are no cards under this SIGNI, banish this SIGNI and one of your opponent's SIGNI.
Lion, Phantom Beast Deity	Beginning Selector	WX05-024	SIGNI	SR	Living Spirit: Earth Beast	G	5				15000	Midoriko Only			Put the top card of your deck into the Ener Zone, and banish one of your opponent's SIGNI with power 10000 or more.	{Constant} The power of SIGNI cannot increase or decrease by your opponent's effect. || {Constant} All of your SIGNI with power 15000 or more are unaffected by the effects of your opponent's SIGNI or spells.
Suiboku, Single Stroke Worthy of Nobility	Beginning Selector	WX05-025	SIGNI	SR	Image Spirit: Beautiful Technique	G	4				12000	Anne Only			Put the top card of your deck into the Ener Zone. This turn, when the next LRIG or SIGNI attacks, negate that attack.	{Constant} Each time one of your <Beautiful Technique> SIGNI is banished, you may pay 1G1W. If you do, put that SIGNI from your Ener Zone onto the field. || {Constant} When you [Guard] your opponent's LRIG attack, or when you negate your opponent's SIGNI attack with an effect, put the top card of your deck into the Ener Zone.
Code Ancients Necronomico	Beginning Selector	WX05-026	SIGNI	SR	Machine Spirit: Ancient Weapon	B	5				15000	Iona Only			Search your deck for one SIGNI and put it into the trash. Then, shuffle your deck, and add one card from your trash to your hand.	{Constant} When one <Ancient Weapon> SIGNI comes into play from your trash, add one card from your trash to your hand. This effect can only be triggered once per turn.
Lucifer, Fallen Talented Woman	Beginning Selector	WX05-027	SIGNI	SR	Image Spirit: Devil	B	4				12000	Ulith Only			Choose one of the following: {1} Banish all <Angel> SIGNI. {2} Put into play or add to your hand one <Devil> SIGNI from your trash.	{Constant} Each time this SIGNI crushes one of your opponent's Life Cloth, until end of turn, one of your opponent's SIGNI gets -10000 power. || {On-Play} (3B) Put into play up to two level 3 or lower <Devil> SIGNI from your trash.
Aphrodite, Flower Bloom of Late Beginnings	Beginning Selector	WX05-028	SIGNI	R	Image Spirit: Angel	W	4				12000					{Constant} When a SIGNI in front of this SIGNI attacks, you may pay 1W. If you do, until end of turn, this SIGNI gets +3000 power. || {Constant} When this SIGNI comes into play from other htan your hand, you may pay 2W. If you do, put one of your opponent's SIGNI into the trash.
Gaevolg, Ultimate Spear	Beginning Selector	WX05-029	SIGNI	R	War Spirit: Arm	W	4				10000					{Action} (1W, Down) Put one of your opponent's SIGNI into the trash. This ability can only be used if this SIGNI's power is 12000 or more.
Get Grimoire	Beginning Selector	WX05-030.png	Spell	R		W			1W			Tama Only			Discard an <Arm> SIGNI from your hand. If you do, search your deck for up to two <Arm> SIGNI and add them to your hand. Then, shuffle your deck.	Reveal one <Arm> SIGNI from your hand. Search your deck for up to three SIGNI with the same name as the SIGNI revealed this way, reveal them, and add them to your hand. Then, shuffle your deck.
